AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,AVG_Blank Touch Latency,AVG_Correct Centre touch latency,AVG_Correct Reward Collection,AVG_Correct touch latency,AVG_End Summary - Blank Touches,AVG_End Summary - Centre ITI Touches,AVG_End Summary - Condition,AVG_End Summary - Corrects,AVG_End Summary - Left ITI Touches,AVG_End Summary - Omissions - Omission,AVG_End Summary - Right ITI Touches,AVG_Omission to Tray Latency,AVG_Reward IR Breaks - Reward Beam Cnt,AVG_Screen IR Breaks - Screen IR Cnt,AVG_Tray entered - Cnt,AVG_Trial Analysis - Condition,AVG_Trial Analysis - Correct,AVG_Trial Analysis - Omissions - Omission,AVG_Trial Analysis - Time
ires35m5,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-15 5:28:36 PM,2.25375,156.585,87.09633333333333,6.2426666666666675,13,1,719.823,3,5,1,4,13.914,42,,14,366.54446666666666,1,1,366.54446666666666
ires35m5,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-14 4:59:10 PM,3.1007000000000002,140.34266666666667,33.104,4.640666666666667,18,2,694.222,3,12,1,9,3.725,67,455,23,346.3580333333333,1,1,346.3580333333333
ires37m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-01 6:33:15 PM,5.417666666666666,,,,12,,730.323,,1,1,,14.278,36,150,36,382.6552333333333,,1,382.6552333333333
ires37m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 6:00:05 PM,3.7204999999999995,153.1445,20.967,5.0255,9,,727.623,3,,1,,2.903,19,56,13,376.8009666666667,1,1,376.8009666666666
ires37m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-26 6:18:05 PM,4.325,22.874285714285715,10.111272727272727,6.379428571428571,7,,645.031,14,,,2,,29,11,65,311.33950000000004,1,,311.33950000000004
ires43m8,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2016-01-06 4:24:50 PM,5.0945,219.97633333333337,191.847,6.6290000000000004,3,,735.043,3,2,1,1,110.641,13,66,7,379.8743666666666,1,1,379.8743666666666
ires39m3,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-01 6:44:14 PM,2.906166666666666,17.052777777777777,12.831083333333332,3.879611111111111,8,1,603.728,17,3,,6,,53,,24,287.2690333333333,1,,287.2690333333333
ires35m5,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-08 5:55:16 PM,2.7710000000000004,5.778160000000001,10.005428571428572,4.003040000000001,9,6,571.722,25,4,,9,,22,206,15,269.27819999999997,1,,269.27819999999997
ires39m3,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-08 6:07:28 PM,4.6985,,,,8,,738.135,,1,1,2,19.304,42,150,9,377.3397666666667,,1,377.3397666666667
ires43m8,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2016-01-04 5:02:18 PM,4.433400000000001,172.04066666666668,25.93733333333334,6.252666666666667,8,,709.497,3,2,1,4,200.847,14,91,8,369.1130333333332,1,1,369.1130333333332
ires43m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 5:38:44 PM,3.4308,70.4798,26.97375,7.3957999999999995,26,,626.45,5,8,1,7,25.34,17,54,68,323.1200666666667,1,1,323.12006666666673
ires39m2,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-02 4:40:54 PM,1.5114999999999998,89.8906,9.942499999999999,5.8866,6,,698.196,5,1,,,,14,109,19,349.63659999999993,1,,349.63659999999993
ires43m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-01 6:06:09 PM,3.02425,54.402875,33.86175,6.522125,16,,660.283,8,,1,2,5.105,24,136,69,332.7026333333334,1,1,332.7026333333333
ires39m2,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 5:23:28 PM,2.1606666666666667,36.224000000000004,4.670999999999999,5.912,7,,721.731,2,4,1,3,35.934,23,123,17,361.2547666666667,1,1,361.2547666666667
ires51m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-17 5:23:59 PM,5.963428571428571,105.755,23.923000000000002,9.277666666666667,10,,667.291,3,1,1,1,3.35,16,73,38,321.3488666666666,1,1,321.3488666666666
ires51m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-15 5:40:14 PM,5.6288,34.6805,11.610000000000001,5.5125,18,1,689.752,12,3,1,2,20.971,20,,8,347.3127,1,1,347.3127
ires48m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-11 5:51:56 PM,8.008666666666667,142.619,184.11950000000002,8.1825,4,,720.264,2,,1,4,19.002,27,,16,362.8350333333335,1,1,362.8350333333335
ires50m4,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-10 5:29:27 PM,4.461,72.73885714285714,15.943285714285713,6.728000000000001,24,,681.134,7,1,1,9,24.036,,112,65,352.2031,1,1,352.2031
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-01 6:27:14 PM,3.827666666666667,,,,6,,708.596,,,1,,3.123,29,101,15,369.62726666666657,,1,369.62726666666657
ires35m5,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-11 5:39:28 PM,2.533,75.16016666666665,54.01825,7.3035000000000005,28,,711.702,6,3,1,13,10.855,29,531,16,361.59766666666667,1,1,361.59766666666667
ires37m6,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-10 5:08:42 PM,,56.855,7.277333333333334,7.2573333333333325,,,706.616,3,1,1,1,13.57,25,37,19,362.2629666666666,1,1,362.26296666666656
ires43m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-01 5:52:24 PM,4.037666666666667,149.5025,65.578,3.5412500000000002,17,9,659.736,4,3,1,1,18.78,29,125,49,333.59943333333325,1,1,333.59943333333325
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 5:13:09 PM,3.8001999999999994,122.856,43.4345,8.911000000000001,18,,635.899,2,3,1,2,1.338,18,60,59,332.2128666666667,1,1,332.2128666666667
ires35m4,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-01 6:14:05 PM,0.6903333333333334,10.967578947368422,10.531785714285714,2.7681578947368424,3,1,481.528,19,4,,2,,60,143,117,223.9805333333333,1,,223.9805333333333
ires37m8,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 6:12:04 PM,2.4675000000000002,13.46961111111111,6.902400000000001,4.3245000000000005,2,,562.302,18,3,,3,,64,29,55,258.0269666666667,1,,258.0269666666667
ires37m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 6:11:36 PM,6.50125,48.354000000000006,44.847,4.954,4,,707.115,3,2,,,,33,134,28,357.7395333333333,1,,357.7395333333333
ires41m3,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-11 5:28:37 PM,4.9990000000000006,73.08625,1.603,5.9155,6,1,724.006,4,,1,7,78.679,21,127,4,368.73856666666666,1,1,368.7385666666666
ires41m3,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-10 4:40:59 PM,4.2664,260.606,242.141,4.036,12,,730.729,1,3,1,7,8.614,15,84,10,373.8148666666666,1,1,373.8148666666666
ires47m6,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 6:06:27 PM,3.3744,309.75350000000003,14.424,9.053,10,,672.483,2,1,1,,39.398,58,76,39,350.42146666666673,1,1,350.42146666666673
ires43m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 5:51:44 PM,4.079714285714285,105.96979999999999,39.013000000000005,6.3294,34,,680.954,5,4,1,13,6.108,26,144,38,344.6962333333333,1,1,344.6962333333333
ires43m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-24 5:15:48 PM,4.6610000000000005,44.74525,27.258799999999997,5.699999999999999,3,2,607.572,8,5,1,7,6.645,24,84,63,318.2065999999999,1,1,318.2065999999999
ires41m2,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-24 5:01:42 PM,3.9747777777777764,48.13574999999999,27.499,7.262499999999999,22,,656.135,8,6,1,2,6.579,17,64,108,353.12566666666675,1,1,353.12566666666675
ires48m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-14 5:22:03 PM,3.984,82.306,20.957666666666668,5.767,4,,667.199,3,,1,1,14.382,30,86,96,343.4721,1,1,343.47210000000007
ires47m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-14 5:10:20 PM,6.888,76.06128571428572,14.799999999999999,4.360142857142857,2,,688.74,7,6,1,2,11.575,,91,17,356.0497333333334,1,1,356.0497333333334
ires43m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 4:48:03 PM,4.65475,46.70618181818182,45.619,6.044454545454545,22,,680.894,11,4,1,1,44.386,31,160,18,348.3414666666667,1,1,348.3414666666667
ires35m2,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-04 5:53:05 PM,2.85875,167.6415,22.157,3.952,5,1,633.581,2,4,1,5,21.227,54,106,159,306.53236666666663,1,1,306.53236666666663
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 5:44:23 PM,6.220750000000001,97.229,10.0505,3.9764999999999997,10,,696.382,2,1,1,1,30.468,25,100,29,359.89856666666674,1,1,359.8985666666667
ires50m5,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 5:42:50 PM,3.4135,31.6553,8.114625,4.9404,20,4,598.69,10,10,,6,,30,,44,289.08090000000004,1,,289.08090000000004
ires51m6,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-20 5:52:58 PM,5.964249999999999,266.149,13.993500000000001,4.0435,9,,588.059,2,,1,2,0.806,25,59,56,304.63050000000004,1,1,304.63050000000004
ires51m6,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-19 5:53:35 PM,5.3036,68.18342857142856,39.0495,6.672571428571429,17,1,695.777,7,5,1,1,2.819,37,120,19,350.73903333333334,1,1,350.73903333333334
ires35m4,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-08 5:54:45 PM,4.9515,92.57059999999998,6.81125,4.218999999999999,4,,577.373,5,3,1,1,25.232,43,124,180,284.2731333333333,1,1,284.2731333333333
ires37m8,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-07 5:23:25 PM,3.5446666666666666,50.910000000000004,20.614250000000002,4.6698,3,,678.042,5,,1,1,28.742,65,107,18,336.72096666666664,1,1,336.72096666666664
ires37m6,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-07 5:22:23 PM,4.4395,25.515333333333334,8.016571428571428,4.438999999999999,2,,640.391,15,2,,4,,41,112,17,314.5038,1,,314.5038
ires37m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-02 5:44:32 PM,6.02125,60.69125,74.0275,6.989000000000001,16,,689.958,4,5,1,5,2.388,28,257,26,346.07913333333335,1,1,346.07913333333335
ires35m4,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-02 5:28:48 PM,,100.89949999999999,5.534000000000001,3.6900000000000004,,,525.94,2,,1,4,0.348,17,37,155,281.75290000000007,1,1,281.75290000000007
ires37m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-25 6:01:05 PM,4.8565,16.622529411764702,7.898700000000001,5.445176470588236,2,,632.161,17,4,,,,36,116,64,308.3963,1,,308.3963
ires43m8,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2015-12-30 4:38:34 PM,2.503857142857143,85.1174,23.768666666666665,5.9994,22,,730.687,5,1,1,,55.577,20,93,4,378.1515333333333,1,1,378.1515333333333
ires39m4,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2015-12-29 5:16:46 PM,3.7092,68.873,6.4435,5.8713999999999995,9,,717.772,5,3,1,4,49.737,25,109,9,361.2408,1,1,361.2408
ires47m6,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-04 5:42:34 PM,3.5626666666666664,69.791,15.411,8.663,6,,693.341,1,1,1,,21.125,24,70,30,356.2494666666667,1,1,356.2494666666667
ires47m6,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-03 6:00:22 PM,5.975666666666666,90.309,39.6295,6.594,4,,710.678,2,2,1,1,9.647,27,137,20,374.321,1,1,374.321
ires47m6,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-12-02 5:01:11 PM,2.2131999999999996,121.1478,29.451999999999998,7.118400000000001,15,,684.5,5,3,1,,53.36,24,121,29,359.3285666666667,1,1,359.3285666666667
ires41m2,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 5:19:43 PM,3.885333333333333,598.683,,8.061,13,2,643.734,1,7,1,5,56.702,16,63,120,332.1774666666667,1,1,332.1774666666667
ires43m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-26 6:08:53 PM,3.552071428571428,108.87425,30.89275,5.00425,48,7,679.774,4,2,1,9,12.307,23,114,45,356.00846666666655,1,1,356.00846666666655
