AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,AVG_Blank Touch Latency,AVG_Correct Centre touch latency,AVG_Correct Reward Collection,AVG_Correct touch latency,AVG_End Summary - Blank Touches,AVG_End Summary - Centre ITI Touches,AVG_End Summary - Condition,AVG_End Summary - Corrects,AVG_End Summary - Left ITI Touches,AVG_End Summary - Omissions - Omission,AVG_End Summary - Right ITI Touches,AVG_Omission to Tray Latency,AVG_Reward IR Breaks - Reward Beam Cnt,AVG_Screen IR Breaks - Screen IR Cnt,AVG_Tray entered - Cnt,AVG_Trial Analysis - Condition,AVG_Trial Analysis - Correct,AVG_Trial Analysis - Omissions - Omission,AVG_Trial Analysis - Time
H906Gm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-04-18 12:59:49 PM,3.1739090909090915,12.063727272727276,9.491666666666667,3.4495000000000005,17,2,575.959,22,8,,12,,554,,18,309.34006666666664,1,,309.3400666666667
H911Bm5,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-04-18 12:58:45 PM,5.233999999999999,86.08616666666666,32.796,3.0853333333333333,25,3,686.554,6,2,1,2,159.626,29,128,8,355.9737999999999,1,1,355.9737999999999
H911Bm5,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-04-15 3:57:17 PM,5.623399999999999,81.18157142857142,22.979833333333332,3.6270000000000002,13,,676.823,7,6,1,1,3.295,151,,30,344.9783333333334,1,1,344.9783333333334
H906Gm5,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-03-05 2:03:34 PM,5.771599999999999,286.807,50.623000000000005,1.499,12,,733.765,2,7,1,5,39.019,23,283,6,380.5757333333333,1,1,380.5757333333333
H918Gm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-03-04 3:35:28 PM,4.464333333333333,59.27675,8.840333333333334,4.1235,24,,652.66,8,11,1,,121.38,67,606,24,331.31566666666663,1,1,331.31566666666663
H918Gm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-02-28 12:37:11 PM,2.2427499999999996,9.083714285714285,6.856636363636364,3.601333333333334,18,,554.554,21,30,1,,34.615,74,259,16,267.5636666666667,1,1,267.5636666666667
H917Gm3,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-02-28 12:36:11 PM,3.0713333333333335,11.546272727272726,14.233538461538462,3.547818181818182,18,,544.585,22,7,1,2,17.349,64,164,24,286.7063666666666,1,1,286.7063666666666
H911Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2015-05-28 2:03:34 PM,5.295999999999999,22.640066666666666,6.064642857142856,5.271199999999999,10,,503.665,15,2,1,1,19.431,100,101,77,254.5288,1,1,254.5288
H911Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2015-05-27 2:06:41 PM,1.7185000000000001,16.353647058823526,18.856846153846156,3.77164705882353,8,,542.967,17,1,,6,,36,147,30,289.9458333333334,1,,289.9458333333334
H909Bm2,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,,2015-05-07 4:50:23 PM,3.9829999999999997,242.4365,5.5015,2.8135,3,,672.195,2,,1,2,31.478,104,249,30,347.1100333333333,1,1,347.1100333333333
