AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,Stimulus_Duration,Intervention,AVG_Omissions - Total,AVG_Perseverative Correct - Total,AVG_Perseverative Incorrect - Total,AVG_Premature Responses - Total,AVG_Reward Collection Latency,AVG_Threshold - Accuracy %,AVG_Threshold - Condition,AVG_Threshold - Omission %,AVG_Threshold - Trials,AVG_Trial Analysis - Accuracy%,AVG_Trial Analysis - Correct,AVG_Trial Analysis - Correct Response Latency,AVG_Trial Analysis - Incorrect,AVG_Trial Analysis - Incorrect Response Latency,AVG_Trial Analysis - Omission,AVG_Trial Analysis - Omission%,AVG_Trial Analysis - Premature,AVG_Trial Analysis - Reward Collection Latency,AVG_Trial Analysis - Stimulus Duration
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-03-31 2:38:39 PM,2000,First touchscreen task performed with the mice,12,2,,2,1.3641212121212123,86.8,1483.572,24,50,80.77083333333337,1,1.4015454545454542,1,0.8838000000000001,1,32.1490032,2,1.3641212121212123,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-02 2:27:52 PM,2000,First touchscreen task performed with the mice,9,20,3,4,1.3096111111111108,87.8,1968.359,18,50,95.3625,1,1.4000555555555556,1,4.206,1,19.543898720000005,1,1.3096111111111108,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-03 9:28:54 AM,2000,First touchscreen task performed with the mice,13,6,,4,1.3198285714285716,94.6,2249.712,26,50,94.95625000000001,1,1.4825428571428567,1,1.3635,1,31.533777,1,1.3198285714285716,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-06 2:50:25 PM,2000,First touchscreen task performed with the mice,12,10,4,5,1.2507714285714282,92.1,1898.361,24,50,88.10416666666664,1,1.3450000000000002,1,2.5466666666666664,1,28.618386999999995,1,1.2507714285714282,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-07 2:49:15 PM,2000,First touchscreen task performed with the mice,7,10,4,3,1.4360952380952388,97.7,2411.945,14,50,95.51800000000001,1,1.3700714285714288,1,1.373,1,15.32604510638298,1,1.4360952380952388,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-08 3:11:40 PM,2000,First touchscreen task performed with the mice,8,15,4,2,1.487105263157895,90.5,1869.173,16,50,96.78999999999998,1,1.3264210526315785,1,2.62075,1,18.97971159183674,1,1.487105263157895,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-09 2:36:28 PM,2000,First touchscreen task performed with the mice,6,13,1,1,1.361575,90.9,1483.556,12,50,84.81666666666665,1,1.2266499999999996,1,3.0955,1,24.700127800000004,1,1.361575,2
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-05 2:24:32 PM,4000,First touchscreen task performed with the mice,10,5,3,15,1.3712500000000003,74.1,3600,27,37,70.51621621621621,1,1.9561,1,5.166571428571428,1,29.640512499999993,1.6666666666666667,1.3712500000000003,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-06 2:30:30 PM,4000,First touchscreen task performed with the mice,11,4,4,8,1.9752307692307696,59.1,3600,33.3,33,61.40666666666666,1,2.535615384615384,1,1.4734444444444443,1,38.68561363636364,1.6,1.9752307692307696,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-09 3:30:26 PM,4000,First touchscreen task performed with the mice,7,,,8,1.096222222222222,81.8,3600,24.1,29,91.96666666666668,1,2.036666666666667,1,2.189,1,34.14948689655172,1.3333333333333333,1.096222222222222,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-10 5:14:57 PM,4000,First touchscreen task performed with the mice,11,1,3,6,1.2927499999999996,87.5,3600,25.6,43,83.29499999999997,1,2.187035714285714,1,2.3687500000000004,1,44.4919188372093,1.2,1.2927499999999996,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-11 4:20:13 PM,4000,First touchscreen task performed with the mice,11,9,1,14,1.7854375,82.1,2896.121,22,50,76.96808510638299,1,2.05109375,1,3.0304285714285712,1,34.2850306,1.5555555555555556,1.7854375,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-12 3:16:46 PM,4000,First touchscreen task performed with the mice,7,10,2,14,1.3549393939393939,76.7,2751.58,14,50,68.89000000000001,1,1.8233333333333337,1,2.3183000000000002,1,18.91509659574468,1.0833333333333333,1.3549393939393939,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-13 2:08:34 PM,4000,First touchscreen task performed with the mice,5,6,3,12,1.2124545454545455,73.3,2556.721,10,50,63.081632653061234,1,1.706787878787879,1,2.345083333333333,1,16.055613080000004,1.5,1.2124545454545455,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-16 2:29:18 PM,4000,First touchscreen task performed with the mice,2,6,3,21,1.292,72.9,2789.952,4,50,65.91020408163266,1,1.6875714285714283,1,1.855076923076923,1,10.90134192,1.3125,1.292,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-17 12:48:37 PM,4000,First touchscreen task performed with the mice,1,14,2,11,1.584826086956522,93.9,2398.041,2,50,92.154,1,1.747173913043479,1,2.138666666666667,1,6.248344312499999,1.2222222222222223,1.584826086956522,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-18 2:33:50 PM,4000,First touchscreen task performed with the mice,4,12,1,1,1.4037073170731709,89.1,1581.344,8,50,80.36874999999999,1,1.7031707317073175,1,1.8052,1,17.642210160000005,1,1.4037073170731709,4
H912Bm7,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-19 2:51:34 PM,4000,First touchscreen task performed with the mice,3,15,2,5,2.4667499999999993,93.6,2320.044,6,50,92.58775510204084,1,1.6884772727272732,1,2.5133333333333336,1,9.892062260000001,1,2.4667499999999993,4
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-14 2:54:36 PM,2000,First touchscreen task performed with the mice,14,3,3,6,1.37246875,88.9,2514.291,28,50,84.51836734693875,1,1.3849062500000002,1,0.7845,1,15.332749315789473,1,1.37246875,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-15 4:06:38 PM,2000,First touchscreen task performed with the mice,6,6,3,5,1.2184411764705887,77.3,2734.921,12,50,65.65869565217393,1,1.2349999999999999,1,1.709909090909091,1,21.158764166666668,1,1.2184411764705887,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-20 2:22:08 PM,2000,First touchscreen task performed with the mice,10,5,2,11,1.0996944444444443,90,2090.603,20,50,93.81086956521742,1,1.2866388888888887,1,1.7405,1,38.28166199999999,1.2222222222222223,1.0996944444444443,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-21 1:24:21 PM,2000,First touchscreen task performed with the mice,10,12,2,1,1.4288333333333336,90,1792.418,20,50,87.0276595744681,1,1.3964444444444446,1,1.8312499999999998,1,40.57786639999999,1,1.4288333333333334,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-24 2:04:03 PM,2000,First touchscreen task performed with the mice,12,4,,,1.0985454545454545,86.8,1727.347,24,50,84.10851063829789,1,1.2720909090909096,1,2.5836,1,25.445779400000003,,1.0985454545454545,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-27 2:14:15 PM,2000,First touchscreen task performed with the mice,9,10,1,3,1.308709677419355,75.6,1936.199,18,50,66.8391304347826,1,1.2288387096774191,1,2.1982,1,21.071578780000003,1,1.3087096774193545,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-16 2:55:39 PM,4000,First touchscreen task performed with the mice,5,10,3,40,1.1909117647058822,75.6,2769.07,10,50,72.26666666666665,1,1.6613529411764705,1,3.0441818181818188,1,9.30796926666667,1.6956521739130435,1.1909117647058822,4
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1-5_Var1,50,3600,2015-04-16 2:17:41 PM,1500,First touchscreen task performed with the mice,21,7,2,2,1.577076923076923,89.7,1786.948,42,50,92.3,1,1.333115384615385,1,2.66,1,50.098880400000006,1,1.577076923076923,1.5
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1-5_Var1,50,3600,2015-04-17 2:27:56 PM,1500,First touchscreen task performed with the mice,16,2,,2,1.091074074074074,79.4,1961.001,32,50,69.73260869565219,1,1.1401481481481486,1,1.8085714285714285,1,29.052395600000004,1,1.091074074074074,1.5
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1s_var1,50,3600,2015-04-22 1:25:33 PM,1000,First touchscreen task performed with the mice,16,5,2,3,1.9794074074074075,79.4,2218.143,32,50,85.5265306122449,1,1.1670370370370369,1,1.8572857142857144,1,25.7693462,1,1.9794074074074073,1
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1s_var1,50,3600,2015-04-23 2:53:31 PM,1000,First touchscreen task performed with the mice,20,3,,2,1.064730769230769,86.7,1865.394,40,50,89.62708333333332,1,1.0818461538461537,1,0.94775,1,41.696421599999994,1,1.0647307692307693,1
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_06_var1,50,3600,2015-04-10 2:52:03 PM,600,First touchscreen task performed with the mice,18,8,,6,1.2352608695652176,71.9,2186.237,36,50,78.16,1,1.0532173913043479,1,1.736777777777778,1,30.470384680851062,1,1.2352608695652172,0.6000000000000005
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_06_var1,50,3600,2015-04-13 3:35:10 PM,600,First touchscreen task performed with the mice,18,8,1,8,1.11975,62.5,2204.43,36,50,67.234,1,0.9769,1,2.972333333333333,1,30.614419166666664,1.3333333333333333,1.11975,0.6000000000000005
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_08_var1,50,3600,2015-04-28 1:44:20 PM,800,First touchscreen task performed with the mice,19,5,,6,1.1157199999999998,80.6,2283.579,38,50,83.73877551020409,1,0.9491153846153846,1,1.4191666666666667,1,54.48502999999999,1.2,1.1157199999999998,0.7999999999999997
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_08_var1,50,3600,2015-04-29 2:42:34 PM,800,First touchscreen task performed with the mice,13,6,,11,1.1203103448275864,78.4,2123.3,26,50,79.40625000000004,1,1.1607586206896554,1,2.3885,1,29.803920999999992,1.2222222222222223,1.1203103448275864,0.7999999999999997
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-03-24 3:24:43 PM,2000,First touchscreen task performed with the mice,14,14,,7,1.2037931034482758,80.6,2370.58,28,50,72.962,1,1.4676206896551725,1,1.4277142857142857,1,29.81063612244898,1,1.2037931034482758,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-03-27 3:09:52 PM,2000,First touchscreen task performed with the mice,18,18,2,6,1.2438333333333333,93.8,2654.907,36,50,96.55714285714288,1,1.4751612903225808,1,1.1019999999999999,1,30.362943800000004,1,1.2438333333333333,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-03-28 2:32:00 PM,2000,First touchscreen task performed with the mice,15,9,,3,1.1328749999999999,68.6,2619.929,30,50,69.14565217391304,1,1.3135000000000001,1,1.881909090909091,1,37.80934599999999,1,1.1328749999999999,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-03-29 4:18:57 PM,2000,First touchscreen task performed with the mice,14,11,,7,1.1544137931034484,80.6,2573.871,28,50,80.5695652173913,1,1.353,1,2.9454285714285713,1,37.419645599999996,1,1.1544137931034484,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-03-31 3:06:08 PM,2000,First touchscreen task performed with the mice,15,18,3,22,1.4530333333333334,85.7,3273.482,30,50,80.64375000000003,1,1.2952333333333332,1,2.0695,1,40.1127164,1.5714285714285714,1.4530333333333334,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-02 2:59:57 PM,2000,First touchscreen task performed with the mice,4,17,,14,1.1999249999999997,87,3255.147,8,50,90.77799999999999,1,1.2994999999999997,1,1.4768333333333332,1,5.717206324324323,1.2727272727272727,1.1999249999999997,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-03 10:19:25 AM,2000,First touchscreen task performed with the mice,17,11,4,,2.478857142857143,84.8,2453.791,34,50,79.6340425531915,1,1.788607142857143,1,2.0474,1,46.485176,,2.478857142857143,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-06 3:17:50 PM,2000,First touchscreen task performed with the mice,13,3,8,9,1.2484827586206897,78.4,2781.635,26,50,71.6217391304348,1,1.415,1,1.996,1,36.69989439999999,1.3333333333333333,1.2484827586206897,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-07 3:16:35 PM,2000,First touchscreen task performed with the mice,5,9,,11,1.093527777777778,80,2407.605,10,50,75.32340425531916,1,1.2294166666666668,1,2.0097777777777774,1,11.444741571428565,1.5714285714285714,1.093527777777778,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-08 3:39:04 PM,2000,First touchscreen task performed with the mice,6,5,,6,1.1118,90.9,2325.122,12,50,77.12857142857139,1,1.2213249999999998,1,1.9342499999999998,1,15.311945447368421,1.2,1.1118,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-04-09 3:04:09 PM,2000,First touchscreen task performed with the mice,8,8,,8,1.293675,95.2,2932.224,16,50,93.24375000000002,1,1.2188750000000002,1,1.404,1,23.1192104,1.1428571428571428,1.293675,2
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-17 1:20:02 PM,4000,First touchscreen task performed with the mice,12,13,2,4,1.3759615384615382,68.4,2321.024,24,50,75.58399999999997,1,1.5533461538461544,1,2.8531666666666666,1,31.182890408163257,1.3333333333333333,1.3759615384615382,4
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-18 3:04:11 PM,4000,First touchscreen task performed with the mice,8,8,2,10,1.5287741935483872,73.8,2425.548,16,50,74.1857142857143,1,2.0808064516129035,1,2.667818181818182,1,18.2079518,1.25,1.5287741935483872,4
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-19 3:26:10 PM,4000,First touchscreen task performed with the mice,5,14,,10,1.4247631578947373,84.4,2255.891,10,50,78.5808510638298,1,1.8440789473684207,1,3.903,1,15.215891693877554,1.1111111111111112,1.4247631578947373,4
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-20 2:38:51 PM,4000,First touchscreen task performed with the mice,8,8,3,13,1.2121428571428572,83.3,3011.834,16,50,74.71224489795921,1,1.8719142857142856,1,3.5462857142857147,1,17.14020726,1.3,1.2121428571428572,4
H914Bm2,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-03-23 3:58:24 PM,4000,First touchscreen task performed with the mice,3,14,1,11,1.1447692307692303,83,2160.141,6,50,83.98800000000001,1,1.8135641025641025,1,2.0643749999999996,1,6.560403488372093,1.1,1.1447692307692303,4
H914Bm3,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-05-21 3:12:03 PM,2000,First touchscreen task performed with the mice,17,1,,2,1.8289666666666664,90.9,2041.766,34,50,81.5111111111111,1,1.3855666666666668,1,2.0646666666666667,1,48.473035200000005,1,1.8289666666666664,2
H914Bm3,3_6       ,m,VAChT^flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-05-22 2:34:17 PM,2000,First touchscreen task performed with the mice,12,6,1,2,1.886382352941176,89.5,2231.445,24,50,91.62608695652176,1,1.5000588235294119,1,2.6795,1,40.381673400000004,1,1.886382352941176,2
