AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,Stimulus_Duration,Intervention,AVG_Omissions - Total,AVG_Perseverative Correct - Total,AVG_Perseverative Incorrect - Total,AVG_Premature Responses - Total,AVG_Reward Collection Latency,AVG_Threshold - Accuracy %,AVG_Threshold - Condition,AVG_Threshold - Omission %,AVG_Threshold - Trials,AVG_Trial Analysis - Accuracy%,AVG_Trial Analysis - Correct,AVG_Trial Analysis - Correct Response Latency,AVG_Trial Analysis - Incorrect,AVG_Trial Analysis - Incorrect Response Latency,AVG_Trial Analysis - Omission,AVG_Trial Analysis - Omission%,AVG_Trial Analysis - Premature,AVG_Trial Analysis - Reward Collection Latency,AVG_Trial Analysis - Stimulus Duration
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-07-06 4:22:30 PM,2000,First touchscreen task performed with the mice,6,6,1,17,1.1143513513513517,84.1,1476.208,12,50,86.22916666666669,1,1.2293243243243246,1,2.021857142857143,1,14.93163828,1.7,1.1143513513513517,2
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-07-07 4:32:35 PM,2000,First touchscreen task performed with the mice,7,3,,22,0.9770270270270272,86,1522.244,14,50,85.09166666666667,1,1.13427027027027,1,1.4868333333333335,1,24.731777000000008,1.4666666666666666,0.9770270270270272,2
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-10 3:11:20 PM,4000,First touchscreen task performed with the mice,4,9,,31,1.2380312500000001,69.6,1748.552,8,50,60.916000000000004,1,1.9760937499999998,1,1.9731428571428569,1,13.75774406122449,1.4761904761904763,1.2380312500000001,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-13 4:14:42 PM,4000,First touchscreen task performed with the mice,1,10,4,59,1.1553055555555556,73.5,2219.195,2,50,71.22400000000002,1,2.0718611111111107,1,1.534076923076923,1,2.289377692307692,1.8709677419354838,1.1553055555555556,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-14 3:35:52 PM,4000,First touchscreen task performed with the mice,,,,,,,3600,,2,,,,1,4.1105,,,,,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-15 4:08:04 PM,4000,First touchscreen task performed with the mice,6,8,6,21,1.6694285714285715,63.6,2369.484,12,50,58.94081632653063,1,2.37775,1,2.3194999999999997,1,22.667848863636365,1.6153846153846154,1.6694285714285715,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-16 3:01:51 PM,4000,First touchscreen task performed with the mice,13,5,4,15,1.6743928571428572,75.7,2142.217,26,50,64.67906976744187,1,2.000178571428571,1,3.4804444444444442,1,27.90153680851064,1.3636363636363635,1.6743928571428572,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-17 3:12:51 PM,4000,First touchscreen task performed with the mice,6,5,3,12,1.1305454545454545,75,1902.774,12,50,56.20000000000001,1,2.4259999999999993,1,1.9495833333333332,1,11.881749531914892,1.0909090909090908,1.1305454545454545,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-20 3:01:39 PM,4000,First touchscreen task performed with the mice,13,4,3,19,1.349076923076923,70.3,2328.485,26,50,58.79183673469388,1,1.6983846153846156,1,2.8665454545454545,1,40.85655446808512,1.1176470588235294,1.349076923076923,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-21 2:19:06 PM,4000,First touchscreen task performed with the mice,5,5,1,30,1.1046060606060606,73.3,2798.047,10,50,71.4591836734694,1,2.112484848484848,1,1.9000833333333336,1,11.647636819999997,1.4285714285714286,1.1046060606060606,4
H914Bm4,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,2015-04-22 2:02:55 PM,4000,First touchscreen task performed with the mice,3,6,4,30,2.0667999999999997,63.8,3010.076,6,50,56.283999999999985,1,1.6497666666666666,1,1.9060588235294114,1,5.751141666666667,1.4,2.0667999999999997,4
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-10-30 4:46:55 PM,2000,First touchscreen task performed with the mice,26,,,1,1.2994736842105261,79.2,2686.277,52,50,75.53000000000002,1,1.7684210526315787,1,3.4668,1,47.01506145833333,1,1.2994736842105263,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-02 3:53:34 PM,2000,First touchscreen task performed with the mice,17,4,1,4,1.6551600000000002,75.8,1820.352,34,50,66.12340425531913,1,1.31904,1,3.6740000000000004,1,32.793719166666676,1,1.6551600000000002,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-03 3:43:51 PM,2000,First touchscreen task performed with the mice,26,,,1,1.4150625000000001,66.7,2133.658,52,50,77.84347826086953,1,1.8556249999999996,1,4.9395,1,62.58234139999999,1,1.4150625000000001,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-04 4:10:25 PM,2000,First touchscreen task performed with the mice,18,1,2,11,1.6323999999999999,93.8,2734.647,36,50,96.29800000000002,1,1.4685333333333328,1,2.8064999999999998,1,42.0217024489796,1.2222222222222223,1.6324000000000003,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-05 4:18:24 PM,2000,First touchscreen task performed with the mice,23,4,,4,1.5825384615384612,96.3,1631.674,46,50,88.85208333333334,1,1.303269230769231,1,6.808,1,47.714198,1,1.5825384615384612,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-06 4:01:13 PM,2000,First touchscreen task performed with the mice,17,,,3,1.1639166666666667,72.7,2197.799,34,50,74.17659574468084,1,1.3816666666666666,1,3.8829999999999996,1,34.7806756,1,1.1639166666666667,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-09 5:19:15 PM,2000,First touchscreen task performed with the mice,28,,,3,1.3185625,72.7,2041.714,56,50,78.86458333333331,1,1.5027499999999998,1,2.8905000000000007,1,48.00348499999999,1,1.3185625,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-10 3:36:58 PM,2000,First touchscreen task performed with the mice,29,4,1,,1.5975,85.7,1979.98,58,50,82.44897959183673,1,1.8090526315789477,1,2.5553333333333335,1,57.2944464,,1.5975,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-11 3:37:22 PM,2000,First touchscreen task performed with the mice,34,1,,2,1.24925,75,2193.576,68,50,80.5627906976744,1,1.7974166666666662,1,3.6782500000000002,1,78.5366774,2,1.24925,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-12 4:10:14 PM,2000,First touchscreen task performed with the mice,30,2,1,1,1.4837333333333333,75,1506.185,60,50,82.95652173913042,1,2.3776,1,3.3082000000000003,1,75.23629399999999,1,1.4837333333333333,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-13 4:00:41 PM,2000,First touchscreen task performed with the mice,25,2,,1,1.3677368421052631,76,1514.414,50,50,67.19090909090909,1,1.455157894736842,1,3.908166666666667,1,63.260448199999985,1,1.3677368421052631,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-16 4:18:31 PM,2000,First touchscreen task performed with the mice,13,2,3,6,1.4598064516129035,83.8,1871.522,26,50,79.14565217391306,1,1.4949677419354837,1,3.2575000000000003,1,37.8088004,1.2,1.4598064516129032,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-17 3:57:15 PM,2000,First touchscreen task performed with the mice,19,1,,6,1.2706521739130434,74.2,1915.903,38,50,79.80000000000001,1,1.606608695652174,1,1.9685000000000001,1,50.58751540000001,1,1.2706521739130434,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-18 4:24:56 PM,2000,First touchscreen task performed with the mice,20,1,,1,1.2833333333333334,80,2397.33,40,50,80.16956521739134,1,1.5477083333333335,1,5.815166666666666,1,41.971389800000004,1,1.2833333333333334,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-19 3:52:32 PM,2000,First touchscreen task performed with the mice,18,,,2,1.2664615384615385,81.3,2507.746,36,50,79.075,1,1.3793846153846152,1,3.0406666666666666,1,51.14099800000001,1,1.2664615384615383,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-20 4:11:55 PM,2000,First touchscreen task performed with the mice,28,2,,2,1.5237368421052633,86.4,2117.443,56,50,85.63061224489797,1,1.5383157894736843,1,2.287333333333333,1,61.902277199999986,1,1.5237368421052633,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-23 3:47:20 PM,2000,First touchscreen task performed with the mice,18,4,2,2,2.0396521739130433,71.9,1655.881,36,50,69.84222222222225,1,1.6376086956521738,1,3.5841111111111115,1,46.710725000000004,1,2.0396521739130433,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-24 3:37:06 PM,2000,First touchscreen task performed with the mice,32,2,1,1,2.0306875,88.9,1657.98,64,50,92.95199999999994,1,1.6204375,1,4.105,1,57.59215183673469,1,2.0306875,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-25 4:05:42 PM,2000,First touchscreen task performed with the mice,30,1,3,1,1.9154736842105262,95,1520.891,60,50,88.48750000000001,1,1.7220000000000002,1,3.447,1,60.240324799999996,1,1.9154736842105262,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-26 4:07:33 PM,2000,First touchscreen task performed with the mice,20,4,,,1.5549600000000003,83.3,1232.49,40,50,71.68695652173916,1,1.6730800000000001,1,2.645,1,44.1017126,,1.5549600000000003,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-27 3:56:44 PM,2000,First touchscreen task performed with the mice,18,5,,2,1.5720999999999998,93.8,1751.182,36,50,97.45102040816323,1,1.8425333333333334,1,3.4995,1,46.29740359999999,1,1.5720999999999998,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-11-30 4:01:17 PM,2000,First touchscreen task performed with the mice,12,4,4,4,1.7364736842105264,100,1779.493,24,50,100,1,1.5589999999999997,,,1,27.954137999999997,1,1.7364736842105264,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-01 4:19:08 PM,2000,First touchscreen task performed with the mice,21,1,,1,1.320961538461538,89.7,1674.082,42,50,88.74042553191492,1,1.4073846153846157,1,2.1343333333333336,1,38.70903612244901,1,1.320961538461538,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-02 3:55:17 PM,2000,First touchscreen task performed with the mice,19,3,,,1.677125,77.4,1485.368,38,50,76.47083333333333,1,1.1181666666666665,1,4.541,1,39.7989762,,1.677125,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-03 4:30:53 PM,2000,First touchscreen task performed with the mice,15,12,4,,1.9082068965517245,82.9,1294.532,30,50,80.18163265306126,1,1.1954137931034483,1,3.6395,1,24.96085884,,1.9082068965517243,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-04 4:08:46 PM,2000,First touchscreen task performed with the mice,9,11,1,2,1.5540000000000003,85.4,1582.152,18,50,74.58571428571429,1,1.1848571428571428,1,4.329166666666667,1,21.257642000000004,1,1.5539999999999998,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-07 3:42:43 PM,2000,First touchscreen task performed with the mice,16,3,,2,1.7002413793103446,85.3,1311.567,32,50,80.35000000000001,1,1.4573103448275861,1,3.6251999999999995,1,35.762208163265306,1,1.7002413793103448,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-08 4:08:23 PM,2000,First touchscreen task performed with the mice,24,2,,4,1.3384782608695653,88.5,1499.682,48,50,91.24489795918367,1,1.3818260869565215,1,2.9466666666666668,1,35.93005360000001,1.3333333333333333,1.3384782608695653,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-09 3:28:47 PM,2000,First touchscreen task performed with the mice,15,2,3,3,1.547392857142857,80,1426.083,30,50,68.18399999999997,1,1.5353928571428568,1,3.033285714285714,1,34.184733404255326,1,1.547392857142857,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-10 3:48:52 PM,2000,First touchscreen task performed with the mice,15,3,,5,1.126212121212121,94.3,1214.382,30,50,89.46666666666668,1,1.0400909090909094,1,0.272,1,32.088925399999994,1.25,1.1262121212121212,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-11 4:34:01 PM,2000,First touchscreen task performed with the mice,11,,1,7,1.376914285714286,89.7,1436,22,50,84.54199999999999,1,1.3664857142857143,1,0.9565,1,21.42261836734694,1.1666666666666667,1.376914285714286,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-14 3:51:24 PM,2000,First touchscreen task performed with the mice,12,7,,2,1.1505151515151515,86.8,1519.031,24,50,85.00816326530615,1,1.3593939393939398,1,2.7638,1,22.110287000000003,1,1.1505151515151515,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-15 4:21:54 PM,2000,First touchscreen task performed with the mice,28,1,,1,1.1614,90.9,1412.915,56,50,97.05744680851059,1,1.51395,1,2.81,1,61.035063199999996,1,1.1613999999999998,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-16 3:48:03 PM,2000,First touchscreen task performed with the mice,25,2,,,1.5057272727272726,88,1642.624,50,50,84.03617021276594,1,1.4679999999999997,1,2.062,1,46.778776,,1.5057272727272726,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-17 4:09:10 PM,2000,First touchscreen task performed with the mice,23,1,,2,1.5085909090909089,81.5,2430.243,46,50,88.83469387755103,1,1.1171363636363636,1,1.8783999999999998,1,49.76734059999999,1,1.5085909090909089,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-18 4:46:57 PM,2000,First touchscreen task performed with the mice,16,1,,1,1.1803333333333335,88.2,1395.2,32,50,86.44285714285711,1,1.190866666666667,1,4.711,1,32.932463,1,1.1803333333333335,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-21 5:19:23 PM,2000,First touchscreen task performed with the mice,19,1,,7,1.0832000000000002,64.5,1635.07,38,50,64.26938775510206,1,1.5029500000000005,1,2.0658181818181816,1,30.13377416666667,1.1666666666666667,1.0832000000000002,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-12-22 3:09:38 PM,2000,First touchscreen task performed with the mice,22,,1,6,1.3021428571428573,75,2142.792,44,50,68.65531914893616,1,1.7216190476190474,1,2.6061428571428573,1,45.947070000000004,1.2,1.3021428571428573,2
DF10m8,3_6       ,m,VAChT^D2-Cre-flox/flox,VAChT^D2-Cre-flox/flox,OK_D2CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,2015-10-09 4:42:56 PM,2000,First touchscreen task performed with the mice,18,5,,4,1.674357142857143,87.5,2355.628,36,50,92.71041666666672,1,1.5604285714285713,1,2.00375,1,33.7860188,1,1.674357142857143,2
